num,name,shape,color,text,text2,code,form,company,image_url
791,세리콘정(아세트아미노펜),장방형,하양,Wal 26,,199401316,정제,오스틴제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Oikd3yeZMe
792,세리펙에스정,원형,주황,ANP,SRP,200400641,정제,(주)마더스제약,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OmrseGd99v
793,세미론정,장방형,초록,^US,34,200002386,정제,오스틴제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OYGJmTIrkr
794,세시텐캡슐(아세틸시스테인),장방형,초록,NB 55,,202001477,경질캡슐,엔비케이제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OD_if8mnIR
795,세지날정(세티리진염산염),장방형,하양,DML,,201802416,정제,(주)다산제약,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/153579389714500061
796,세진정(세티리진염산염),장방형,하양,TS,L2,200001634,정제,(주)동구바이오제약,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NOwp2F67fg
797,세타펜8시간이알서방정650밀리그램(아세트아미노펜),장방형,하양,CEH,,201906975,정제,(주)보령바이오파마,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NEQUP33IWz
798,세토펜8시간이알서방정(아세트아미노펜),장방형,하양,SETOPEN ER,,200200662,정제,삼아제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Oikd3yeZ51
799,세트린정(세티리진염산염)(수출명:ANTIRIZINtab),장방형,하양,HT,CR,199700120,정제,한국휴텍스제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NOwp2F6Gxm
800,세티레인캡슐200mg(아세틸시스테인),장방형,파랑,CETL 200,,201507229,경질캡슐,조아제약(주),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427128653500045
